,game_number,victory_rank,survival_rank,tactic_rank,overall_rank,units
64359,64359,F,S,S,D,Heath-Lucius-Hector
64360,64360,S,S,S,S,Canas-Rebecca-Hector
64361,64361,S,S,S,S,Bartre-Lowen-Eliwood
64362,64362,S,S,S,S,Guy-Kent-Eliwood
64363,64363,S,S,S,S,Oswin-Bartre-Hector
64364,64364,S,S,S,S,Bartre-Rebecca-Eliwood
64365,64365,S,S,S,S,Dorcas-Erk-Lyn
64366,64366,S,A,S,S,Heath-Erk-Hector
64367,64367,S,S,S,S,Rath-Raven-Hector
64368,64368,S,S,S,S,Kent-Rebecca-Hector
64369,64369,S,S,S,S,Guy-Bartre-Lyn
64370,64370,F,S,S,D,Raven-Lucius-Lyn
64371,64371,F,S,S,D,Raven-Erk-Eliwood
64372,64372,S,S,S,S,Raven-Lucius-Lyn
64373,64373,S,A,S,S,Florina-Bartre-Lyn
64374,64374,S,S,S,S,Heath-Florina-Hector
64375,64375,F,S,S,D,Matthew-Lucius-Eliwood
64376,64376,S,S,S,S,Canas-Raven-Hector
64377,64377,S,S,S,S,Sain-Rath-Hector
64378,64378,S,S,S,S,Oswin-Rebecca-Eliwood
64379,64379,S,S,S,S,Oswin-Heath-Lyn
64380,64380,S,S,S,S,Rath-Rebecca-Hector
64381,64381,S,S,S,S,Matthew-Dart-Lyn
64382,64382,S,S,S,S,Oswin-Sain-Lyn
64383,64383,F,S,S,D,Matthew-Rath-Eliwood
64384,64384,S,S,S,S,Lucius-Matthew-Hector
64385,64385,F,S,S,D,Raven-Lucius-Lyn
64386,64386,F,S,S,D,Canas-Florina-Hector
64387,64387,S,S,S,S,Dart-Dorcas-Hector
64388,64388,S,S,S,S,Rebecca-Dart-Eliwood
64389,64389,S,S,S,S,Kent-Raven-Eliwood
64390,64390,F,S,S,D,Raven-Florina-Lyn
64391,64391,S,S,S,S,Florina-Canas-Hector
64392,64392,F,A,S,D,Kent-Rebecca-Lyn
64393,64393,S,A,S,S,Guy-Erk-Lyn
64394,64394,S,S,S,S,Sain-Oswin-Lyn
64395,64395,S,S,S,S,Guy-Dart-Hector
64396,64396,S,S,S,S,Bartre-Heath-Eliwood
64397,64397,S,S,S,S,Rebecca-Kent-Lyn
64398,64398,S,S,S,S,Sain-Guy-Hector
64399,64399,S,S,S,S,Rebecca-Lucius-Hector
64400,64400,S,A,S,S,Marcus-Matthew-Eliwood
64401,64401,S,S,S,S,Canas-Dart-Lyn
64402,64402,S,S,S,S,Oswin-Dorcas-Lyn
64403,64403,S,S,S,S,Guy-Marcus-Eliwood
64404,64404,S,S,S,S,Erk-Rebecca-Eliwood
64405,64405,F,A,S,D,Lucius-Dorcas-Eliwood
64406,64406,F,S,S,D,Rebecca-Erk-Lyn
64407,64407,S,S,S,S,Kent-Rath-Hector
64408,64408,S,S,S,S,Dart-Lowen-Eliwood
64409,64409,F,S,S,D,Erk-Guy-Lyn
64410,64410,S,S,S,S,Rebecca-Rebecca-Lyn
64411,64411,S,S,S,S,Marcus-Dorcas-Lyn
64412,64412,S,S,S,S,Lucius-Rebecca-Eliwood
64413,64413,F,S,S,D,Florina-Raven-Lyn
64414,64414,S,A,S,S,Florina-Canas-Hector
64415,64415,S,S,S,S,Oswin-Lucius-Eliwood
64416,64416,S,S,S,S,Rebecca-Florina-Eliwood
64417,64417,S,A,S,S,Erk-Dart-Eliwood
64418,64418,S,S,S,S,Guy-Bartre-Hector
64419,64419,F,A,S,D,Bartre-Matthew-Lyn
64420,64420,S,S,S,S,Rath-Florina-Eliwood
64421,64421,S,S,S,S,Kent-Rebecca-Hector
64422,64422,S,S,S,S,Oswin-Kent-Eliwood
64423,64423,S,A,S,S,Marcus-Rebecca-Lyn
64424,64424,S,A,S,S,Bartre-Florina-Eliwood
64425,64425,F,A,S,D,Guy-Rebecca-Hector
64426,64426,S,S,S,S,Lowen-Rath-Eliwood
64427,64427,S,S,S,S,Matthew-Heath-Hector
64428,64428,F,S,S,D,Florina-Marcus-Lyn
64429,64429,F,S,S,D,Rath-Heath-Lyn
64430,64430,S,S,S,S,Oswin-Lucius-Eliwood
64431,64431,S,S,S,S,Oswin-Heath-Eliwood
64432,64432,S,S,S,S,Heath-Florina-Hector
64433,64433,S,S,S,S,Guy-Erk-Hector
64434,64434,S,A,S,S,Sain-Dorcas-Hector
64435,64435,S,S,S,S,Sain-Dorcas-Lyn
64436,64436,S,S,S,S,Heath-Sain-Lyn
64437,64437,S,S,S,S,Matthew-Rath-Eliwood
64438,64438,S,S,S,S,Dart-Lucius-Hector
64439,64439,S,S,S,S,Dart-Florina-Lyn
64440,64440,S,S,S,S,Guy-Sain-Lyn
64441,64441,S,A,S,S,Florina-Raven-Lyn
64442,64442,F,S,S,D,Guy-Oswin-Lyn
64443,64443,S,S,S,S,Dart-Rebecca-Hector
64444,64444,S,S,S,S,Florina-Dorcas-Eliwood
64445,64445,S,S,S,S,Rebecca-Lowen-Lyn
64446,64446,S,S,S,S,Lucius-Oswin-Hector
64447,64447,F,A,S,D,Matthew-Bartre-Lyn
64448,64448,S,A,S,S,Lowen-Florina-Hector
64449,64449,S,S,S,S,Marcus-Rath-Hector
64450,64450,S,S,S,S,Canas-Rath-Hector
64451,64451,S,S,S,S,Dorcas-Florina-Lyn
64452,64452,S,S,S,S,Bartre-Raven-Lyn
64453,64453,F,S,S,D,Matthew-Florina-Eliwood
64454,64454,S,S,S,S,Raven-Guy-Hector
64455,64455,F,S,S,D,Heath-Lowen-Hector
64456,64456,F,S,S,D,Rebecca-Sain-Lyn
64457,64457,F,S,S,D,Marcus-Erk-Lyn
64458,64458,S,S,S,S,Lowen-Sain-Hector
64459,64459,S,S,S,S,Raven-Florina-Eliwood
64460,64460,S,S,S,S,Erk-Heath-Eliwood
64461,64461,S,S,S,S,Marcus-Rebecca-Eliwood
64462,64462,S,S,S,S,Dart-Oswin-Hector
64463,64463,S,S,S,S,Dart-Guy-Lyn
64464,64464,S,S,S,S,Rebecca-Heath-Eliwood
64465,64465,S,S,S,S,Lucius-Marcus-Eliwood
64466,64466,S,S,S,S,Bartre-Rebecca-Hector
64467,64467,S,B,S,A,Rebecca-Kent-Hector
64468,64468,S,S,S,S,Guy-Canas-Hector
64469,64469,F,A,S,D,Matthew-Kent-Eliwood
64470,64470,F,S,S,D,Florina-Kent-Lyn
64471,64471,S,S,S,S,Rath-Rebecca-Hector
64472,64472,S,S,S,S,Oswin-Rath-Lyn
64473,64473,S,S,S,S,Kent-Lowen-Lyn
64474,64474,S,S,S,S,Oswin-Erk-Lyn
64475,64475,S,S,S,S,Kent-Marcus-Eliwood
64476,64476,S,S,S,S,Heath-Rath-Eliwood
64477,64477,S,S,S,S,Rebecca-Lucius-Lyn
64478,64478,F,A,S,D,Heath-Lucius-Eliwood
64479,64479,S,S,S,S,Marcus-Florina-Lyn
64480,64480,S,S,S,S,Marcus-Matthew-Lyn
64481,64481,S,S,S,S,Rath-Matthew-Lyn
64482,64482,S,A,S,S,Kent-Rebecca-Lyn
64483,64483,S,S,S,S,Guy-Lucius-Eliwood
64484,64484,S,S,S,S,Rebecca-Lowen-Lyn
64485,64485,F,A,F,F,Dorcas-Dart-Eliwood
64486,64486,S,S,S,S,Dorcas-Marcus-Hector
64487,64487,S,A,S,S,Sain-Dorcas-Hector
64488,64488,F,S,S,D,Dorcas-Rebecca-Lyn
64489,64489,S,S,S,S,Kent-Marcus-Eliwood
64490,64490,S,S,S,S,Rebecca-Sain-Hector
64491,64491,S,S,S,S,Guy-Oswin-Hector
64492,64492,F,S,S,D,Heath-Rebecca-Eliwood
64493,64493,S,S,S,S,Oswin-Heath-Hector
64494,64494,S,S,S,S,Lowen-Oswin-Hector
64495,64495,F,S,S,D,Rebecca-Guy-Eliwood
64496,64496,S,S,S,S,Sain-Canas-Eliwood
64497,64497,F,B,S,D,Rebecca-Matthew-Eliwood
64498,64498,F,S,S,D,Matthew-Sain-Lyn
64499,64499,F,S,S,D,Rath-Oswin-Hector
64500,64500,S,S,S,S,Canas-Raven-Hector
64501,64501,S,S,S,S,Marcus-Sain-Lyn
64502,64502,S,S,S,S,Guy-Oswin-Lyn
64503,64503,F,S,S,D,Erk-Raven-Hector
64504,64504,S,S,S,S,Heath-Rath-Hector
64505,64505,S,S,S,S,Canas-Dorcas-Hector
64506,64506,S,S,S,S,Dorcas-Kent-Lyn
64507,64507,S,S,S,S,Lowen-Marcus-Hector
64508,64508,S,S,S,S,Rebecca-Heath-Hector
64509,64509,F,S,S,D,Dart-Matthew-Lyn
64510,64510,S,S,S,S,Lucius-Rebecca-Hector
64511,64511,S,A,S,S,Canas-Erk-Lyn
64512,64512,F,S,S,D,Florina-Dorcas-Hector
64513,64513,S,S,S,S,Oswin-Canas-Eliwood
64514,64514,S,A,S,S,Erk-Kent-Lyn
64515,64515,S,S,S,S,Oswin-Matthew-Hector
64516,64516,F,S,S,D,Dart-Marcus-Lyn
64517,64517,S,S,S,S,Florina-Oswin-Eliwood
64518,64518,F,S,S,D,Kent-Dorcas-Lyn
64519,64519,S,S,S,S,Erk-Lucius-Lyn
64520,64520,S,S,S,S,Florina-Rebecca-Lyn
64521,64521,S,S,S,S,Bartre-Lucius-Eliwood
64522,64522,S,S,S,S,Dorcas-Lowen-Eliwood
64523,64523,S,S,S,S,Guy-Bartre-Eliwood
64524,64524,F,S,S,D,Sain-Lucius-Lyn
64525,64525,S,S,S,S,Florina-Raven-Lyn
64526,64526,S,S,S,S,Kent-Oswin-Eliwood
64527,64527,F,B,S,D,Rebecca-Matthew-Eliwood
64528,64528,F,S,S,D,Rath-Lowen-Lyn
64529,64529,S,S,S,S,Matthew-Raven-Lyn
64530,64530,S,S,S,S,Sain-Raven-Eliwood
64531,64531,S,S,S,S,Erk-Sain-Eliwood
64532,64532,S,S,S,S,Rath-Heath-Hector
64533,64533,S,S,S,S,Erk-Guy-Eliwood
64534,64534,S,S,S,S,Rebecca-Lowen-Hector
64535,64535,F,S,S,D,Rath-Raven-Lyn
64536,64536,S,S,S,S,Lowen-Bartre-Hector
64537,64537,S,S,S,S,Bartre-Rebecca-Eliwood
64538,64538,S,S,S,S,Lowen-Dorcas-Hector
64539,64539,S,S,S,S,Oswin-Marcus-Hector
64540,64540,S,S,S,S,Dorcas-Lowen-Hector
64541,64541,S,S,S,S,Lowen-Rath-Lyn
64542,64542,F,S,S,D,Heath-Lowen-Eliwood
64543,64543,S,S,S,S,Raven-Matthew-Eliwood
64544,64544,S,A,S,S,Lucius-Rebecca-Lyn
64545,64545,S,S,S,S,Dart-Oswin-Eliwood
64546,64546,F,S,S,D,Florina-Rebecca-Lyn
64547,64547,S,S,S,S,Oswin-Matthew-Hector
64548,64548,S,S,S,S,Erk-Matthew-Eliwood
64549,64549,F,S,S,D,Matthew-Rath-Lyn
64550,64550,S,S,S,S,Bartre-Dart-Hector
64551,64551,S,S,S,S,Canas-Matthew-Hector
64552,64552,S,S,S,S,Erk-Matthew-Lyn
64553,64553,S,S,S,S,Rebecca-Sain-Hector
64554,64554,S,S,S,S,Matthew-Dart-Hector
64555,64555,S,S,S,S,Lucius-Oswin-Eliwood
64556,64556,F,S,S,D,Rebecca-Lowen-Lyn
64557,64557,S,A,S,S,Lowen-Matthew-Hector
64558,64558,S,S,S,S,Dart-Lucius-Hector
64559,64559,S,A,S,S,Kent-Florina-Eliwood
64560,64560,S,S,S,S,Marcus-Florina-Eliwood
64561,64561,S,S,S,S,Erk-Matthew-Eliwood
64562,64562,S,S,S,S,Dart-Canas-Lyn
64563,64563,S,S,S,S,Florina-Lucius-Eliwood
64564,64564,S,S,S,S,Raven-Marcus-Eliwood
64565,64565,S,S,S,S,Heath-Kent-Hector
64566,64566,S,S,S,S,Erk-Rebecca-Lyn
64567,64567,S,S,S,S,Marcus-Kent-Hector
64568,64568,S,S,S,S,Raven-Dorcas-Hector
64569,64569,S,S,S,S,Lowen-Florina-Lyn
64570,64570,S,S,S,S,Rath-Lowen-Hector
64571,64571,S,S,S,S,Marcus-Dart-Hector
64572,64572,S,S,S,S,Rath-Erk-Lyn
64573,64573,S,S,S,S,Rebecca-Guy-Eliwood
64574,64574,S,S,S,S,Dorcas-Marcus-Hector
64575,64575,S,S,S,S,Marcus-Florina-Hector
64576,64576,S,S,S,S,Canas-Florina-Eliwood
64577,64577,S,S,S,S,Raven-Bartre-Hector
64578,64578,S,A,S,S,Heath-Sain-Lyn
64579,64579,S,S,S,S,Florina-Lowen-Hector
64580,64580,S,S,S,S,Erk-Lowen-Lyn
64581,64581,S,S,S,S,Lowen-Bartre-Lyn
64582,64582,S,S,S,S,Oswin-Florina-Eliwood
64583,64583,S,A,S,S,Rath-Florina-Lyn
64584,64584,S,S,S,S,Rebecca-Kent-Hector
64585,64585,S,S,S,S,Dorcas-Oswin-Hector
64586,64586,F,A,S,D,Rebecca-Sain-Lyn
64587,64587,S,S,S,S,Raven-Marcus-Eliwood
64588,64588,F,S,S,D,Sain-Marcus-Lyn
64589,64589,F,S,S,D,Guy-Sain-Eliwood
64590,64590,F,S,S,D,Heath-Kent-Eliwood
64591,64591,S,A,S,S,Florina-Sain-Hector
64592,64592,F,A,S,D,Florina-Lucius-Lyn
64593,64593,S,S,S,S,Sain-Raven-Eliwood
64594,64594,S,S,S,S,Matthew-Raven-Hector
64595,64595,S,S,S,S,Sain-Heath-Hector
64596,64596,F,S,S,D,Dart-Lowen-Eliwood
64597,64597,S,S,S,S,Erk-Matthew-Hector
64598,64598,S,S,S,S,Raven-Dart-Lyn
64599,64599,S,S,S,S,Dart-Oswin-Hector
64600,64600,S,S,S,S,Dorcas-Lowen-Hector
64601,64601,S,S,S,S,Heath-Dart-Hector
64602,64602,S,S,S,S,Rebecca-Rath-Eliwood
64603,64603,S,S,S,S,Lucius-Rebecca-Hector
64604,64604,S,S,S,S,Rebecca-Erk-Eliwood
64605,64605,S,S,S,S,Heath-Oswin-Lyn
64606,64606,S,S,S,S,Dart-Canas-Eliwood
64607,64607,S,S,S,S,Bartre-Sain-Lyn
64608,64608,F,A,S,D,Bartre-Marcus-Hector
64609,64609,S,S,S,S,Rebecca-Rebecca-Eliwood
64610,64610,S,S,S,S,Florina-Canas-Eliwood
64611,64611,S,S,S,S,Oswin-Rath-Hector
64612,64612,S,S,S,S,Rath-Florina-Hector
64613,64613,S,A,S,S,Canas-Sain-Hector
64614,64614,S,A,S,S,Florina-Lucius-Hector
64615,64615,S,A,S,S,Heath-Rebecca-Eliwood
64616,64616,S,S,S,S,Erk-Kent-Hector
64617,64617,S,S,S,S,Guy-Rath-Lyn
64618,64618,F,S,S,D,Marcus-Rebecca-Eliwood
64619,64619,S,S,S,S,Heath-Rath-Lyn
64620,64620,S,S,S,S,Heath-Lucius-Hector
64621,64621,F,S,S,D,Lowen-Rath-Lyn
64622,64622,S,S,S,S,Dorcas-Marcus-Hector
64623,64623,F,S,S,D,Rebecca-Rebecca-Lyn
64624,64624,S,S,S,S,Lucius-Dart-Lyn
64625,64625,S,S,S,S,Kent-Rebecca-Eliwood
64626,64626,S,S,S,S,Bartre-Erk-Eliwood
64627,64627,S,S,S,S,Raven-Kent-Eliwood
64628,64628,S,S,S,S,Florina-Lowen-Hector
64629,64629,S,A,S,S,Lucius-Sain-Eliwood
64630,64630,F,S,S,D,Erk-Sain-Lyn
64631,64631,S,S,S,S,Oswin-Rebecca-Eliwood
64632,64632,S,S,S,S,Bartre-Dorcas-Lyn
64633,64633,S,S,S,S,Erk-Lowen-Hector
64634,64634,S,A,S,S,Matthew-Canas-Lyn
64635,64635,S,S,S,S,Lucius-Guy-Eliwood
64636,64636,S,A,S,S,Heath-Matthew-Hector
64637,64637,S,S,S,S,Raven-Marcus-Eliwood
64638,64638,S,A,S,S,Kent-Rebecca-Lyn
64639,64639,S,A,S,S,Rebecca-Oswin-Hector
64640,64640,F,S,S,D,Oswin-Sain-Lyn
64641,64641,S,S,S,S,Guy-Marcus-Lyn
64642,64642,S,S,S,S,Dorcas-Matthew-Lyn
64643,64643,F,S,S,D,Matthew-Rebecca-Lyn
64644,64644,S,S,S,S,Oswin-Heath-Hector
64645,64645,S,A,S,S,Erk-Lucius-Hector
64646,64646,S,S,S,S,Rebecca-Guy-Hector
64647,64647,F,S,S,D,Rebecca-Bartre-Lyn
64648,64648,S,S,S,S,Rath-Dart-Lyn
64649,64649,S,S,S,S,Rebecca-Canas-Lyn
64650,64650,S,S,S,S,Dorcas-Rath-Hector
64651,64651,S,S,S,S,Dart-Erk-Eliwood
64652,64652,S,S,S,S,Guy-Raven-Lyn
64653,64653,S,S,S,S,Marcus-Rath-Eliwood
64654,64654,S,S,S,S,Heath-Dart-Eliwood
64655,64655,S,A,S,S,Lowen-Florina-Lyn
64656,64656,S,S,S,S,Canas-Dart-Eliwood
64657,64657,S,S,S,S,Heath-Sain-Lyn
64658,64658,S,S,S,S,Canas-Raven-Hector
64659,64659,S,S,S,S,Matthew-Oswin-Hector
64660,64660,S,S,S,S,Rebecca-Lowen-Eliwood
64661,64661,S,S,S,S,Dorcas-Lucius-Eliwood
64662,64662,S,S,S,S,Guy-Oswin-Lyn
64663,64663,F,A,S,D,Erk-Florina-Lyn
64664,64664,S,S,S,S,Kent-Sain-Eliwood
64665,64665,F,S,S,D,Lowen-Guy-Eliwood
64666,64666,S,S,S,S,Rebecca-Rebecca-Lyn
64667,64667,S,A,S,S,Rebecca-Raven-Lyn
64668,64668,S,S,S,S,Lowen-Erk-Lyn
64669,64669,F,S,S,D,Bartre-Dart-Lyn
64670,64670,F,S,S,D,Rath-Canas-Lyn
64671,64671,S,S,S,S,Oswin-Rebecca-Hector
64672,64672,F,S,S,D,Heath-Sain-Lyn
64673,64673,S,S,S,S,Dorcas-Guy-Lyn
64674,64674,F,S,S,D,Matthew-Oswin-Lyn
64675,64675,S,S,S,S,Guy-Dart-Lyn
64676,64676,S,S,S,S,Kent-Rebecca-Lyn
64677,64677,S,S,S,S,Rebecca-Marcus-Eliwood
64678,64678,S,S,S,S,Lowen-Sain-Hector
64679,64679,S,S,S,S,Bartre-Rath-Hector
64680,64680,S,S,S,S,Sain-Florina-Eliwood
64681,64681,S,A,S,S,Bartre-Kent-Hector
64682,64682,S,A,S,S,Matthew-Rath-Eliwood
64683,64683,S,S,S,S,Marcus-Oswin-Lyn
64684,64684,F,S,S,D,Rebecca-Marcus-Lyn
64685,64685,F,S,S,D,Marcus-Florina-Lyn
64686,64686,S,S,S,S,Matthew-Raven-Hector
64687,64687,S,A,S,S,Bartre-Florina-Hector
64688,64688,S,S,S,S,Guy-Rebecca-Eliwood
64689,64689,S,S,S,S,Dart-Marcus-Eliwood
64690,64690,S,B,S,A,Rebecca-Erk-Eliwood
64691,64691,S,S,S,S,Dart-Bartre-Eliwood
64692,64692,S,S,S,S,Dart-Rebecca-Lyn
64693,64693,F,S,S,D,Lucius-Rebecca-Lyn
64694,64694,S,S,S,S,Canas-Heath-Hector
64695,64695,S,S,S,S,Sain-Dart-Lyn
64696,64696,F,S,S,D,Erk-Raven-Lyn
64697,64697,S,A,S,S,Erk-Florina-Lyn
64698,64698,S,A,S,S,Lucius-Matthew-Eliwood
64699,64699,S,S,S,S,Rebecca-Oswin-Eliwood
64700,64700,S,S,S,S,Bartre-Rebecca-Eliwood
64701,64701,F,A,S,D,Raven-Rebecca-Lyn
64702,64702,S,S,S,S,Sain-Heath-Eliwood
64703,64703,F,S,S,D,Heath-Florina-Hector
64704,64704,S,S,S,S,Rath-Dorcas-Hector
64705,64705,S,S,S,S,Sain-Rath-Eliwood
64706,64706,S,S,S,S,Rebecca-Bartre-Eliwood
64707,64707,S,S,S,S,Bartre-Marcus-Hector
64708,64708,F,S,S,D,Rebecca-Guy-Lyn
64709,64709,F,S,S,D,Dart-Matthew-Lyn
64710,64710,F,S,S,D,Matthew-Bartre-Hector
64711,64711,S,S,S,S,Dorcas-Marcus-Hector
64712,64712,F,S,S,D,Erk-Rebecca-Lyn
64713,64713,S,S,S,S,Dorcas-Raven-Lyn
64714,64714,S,S,S,S,Raven-Oswin-Hector
64715,64715,S,S,S,S,Heath-Lucius-Hector
64716,64716,S,S,S,S,Rebecca-Lucius-Eliwood
64717,64717,S,S,S,S,Matthew-Rebecca-Lyn
64718,64718,S,S,S,S,Guy-Dorcas-Eliwood
64719,64719,S,A,S,S,Marcus-Rebecca-Eliwood
64720,64720,F,S,S,D,Rebecca-Dorcas-Lyn
64721,64721,S,S,S,S,Erk-Dart-Lyn
64722,64722,S,S,S,S,Rebecca-Florina-Hector
64723,64723,S,S,S,S,Erk-Matthew-Eliwood
64724,64724,S,S,S,S,Dorcas-Bartre-Lyn
64725,64725,S,S,S,S,Guy-Kent-Hector
64726,64726,S,S,S,S,Kent-Erk-Lyn
64727,64727,S,S,S,S,Erk-Sain-Eliwood
64728,64728,S,S,S,S,Oswin-Rebecca-Hector
64729,64729,S,A,S,S,Florina-Dorcas-Eliwood
64730,64730,F,S,S,D,Oswin-Erk-Eliwood
64731,64731,S,S,S,S,Kent-Canas-Hector
64732,64732,F,A,S,D,Rebecca-Florina-Hector
64733,64733,S,S,S,S,Kent-Canas-Hector
64734,64734,S,S,S,S,Raven-Guy-Hector
64735,64735,S,A,S,S,Erk-Rebecca-Eliwood
64736,64736,S,S,S,S,Heath-Oswin-Lyn
64737,64737,S,A,S,S,Raven-Rebecca-Lyn
64738,64738,S,S,S,S,Rath-Erk-Eliwood
64739,64739,S,S,S,S,Kent-Bartre-Eliwood
64740,64740,S,S,S,S,Rebecca-Rath-Lyn
64741,64741,S,S,S,S,Dorcas-Lowen-Hector
64742,64742,S,S,S,S,Raven-Dart-Lyn
64743,64743,S,S,S,S,Rath-Matthew-Hector
64744,64744,S,A,S,S,Matthew-Sain-Hector
64745,64745,F,S,S,D,Canas-Lowen-Eliwood
64746,64746,S,S,S,S,Rath-Florina-Eliwood
64747,64747,S,S,S,S,Guy-Heath-Hector
64748,64748,F,S,S,D,Lowen-Canas-Lyn
64749,64749,S,S,S,S,Canas-Matthew-Hector
64750,64750,S,S,S,S,Erk-Rebecca-Lyn
64751,64751,S,S,S,S,Oswin-Lowen-Lyn
64752,64752,S,S,S,S,Raven-Oswin-Hector
64753,64753,S,S,S,S,Guy-Oswin-Hector
64754,64754,S,S,S,S,Dorcas-Rath-Lyn
64755,64755,S,S,S,S,Dorcas-Marcus-Hector
64756,64756,S,S,S,S,Lowen-Matthew-Hector
64757,64757,F,S,S,D,Erk-Matthew-Lyn
64758,64758,S,S,S,S,Erk-Matthew-Eliwood
64759,64759,S,A,S,S,Lucius-Matthew-Eliwood
64760,64760,S,S,S,S,Marcus-Dart-Eliwood
64761,64761,S,S,S,S,Canas-Lowen-Eliwood
64762,64762,S,A,S,S,Rebecca-Oswin-Eliwood
64763,64763,S,S,S,S,Oswin-Lowen-Lyn
64764,64764,S,S,S,S,Canas-Oswin-Eliwood
64765,64765,S,S,S,S,Lowen-Sain-Hector
64766,64766,S,S,S,S,Rebecca-Bartre-Hector
64767,64767,S,S,S,S,Rebecca-Erk-Hector
64768,64768,S,S,S,S,Matthew-Lowen-Lyn
64769,64769,S,A,S,S,Dorcas-Lucius-Hector
64770,64770,F,S,S,D,Heath-Marcus-Hector
64771,64771,S,S,S,S,Guy-Dart-Eliwood
64772,64772,F,S,S,D,Marcus-Lowen-Lyn
64773,64773,S,S,S,S,Marcus-Guy-Eliwood
64774,64774,S,S,S,S,Heath-Matthew-Lyn
64775,64775,F,A,S,D,Kent-Lowen-Eliwood
64776,64776,S,S,S,S,Raven-Heath-Eliwood
64777,64777,S,S,S,S,Heath-Lucius-Hector
64778,64778,S,S,S,S,Florina-Sain-Hector
64779,64779,S,S,S,S,Rath-Florina-Lyn
64780,64780,S,S,S,S,Kent-Dorcas-Hector
64781,64781,S,S,S,S,Sain-Dorcas-Eliwood
64782,64782,S,S,S,S,Matthew-Lowen-Hector
64783,64783,F,S,S,D,Heath-Sain-Lyn
64784,64784,S,S,S,S,Florina-Matthew-Eliwood
64785,64785,S,S,S,S,Dorcas-Guy-Hector
64786,64786,S,S,S,S,Kent-Marcus-Eliwood
64787,64787,F,S,S,D,Marcus-Dorcas-Eliwood
64788,64788,S,S,S,S,Erk-Lowen-Eliwood
64789,64789,F,S,S,D,Oswin-Raven-Eliwood
64790,64790,S,S,S,S,Lucius-Canas-Eliwood
64791,64791,S,S,S,S,Heath-Canas-Eliwood
64792,64792,F,S,S,D,Guy-Dorcas-Lyn
64793,64793,S,S,S,S,Dart-Raven-Lyn
64794,64794,S,S,S,S,Raven-Dart-Lyn
64795,64795,F,B,S,D,Guy-Rebecca-Eliwood
64796,64796,F,S,S,D,Rebecca-Guy-Lyn
64797,64797,F,S,S,D,Raven-Rebecca-Eliwood
64798,64798,F,S,S,D,Raven-Florina-Lyn
64799,64799,S,S,S,S,Dorcas-Canas-Eliwood
64800,64800,S,S,S,S,Bartre-Rebecca-Lyn
64801,64801,S,S,S,S,Bartre-Erk-Eliwood
64802,64802,S,S,S,S,Rebecca-Bartre-Hector
64803,64803,F,S,S,D,Rebecca-Lucius-Lyn
64804,64804,S,S,S,S,Marcus-Canas-Lyn
64805,64805,S,S,S,S,Heath-Rebecca-Lyn
64806,64806,F,S,S,D,Sain-Rath-Eliwood
64807,64807,S,S,S,S,Kent-Bartre-Hector
64808,64808,F,S,S,D,Kent-Erk-Lyn
64809,64809,F,S,S,D,Canas-Dart-Lyn
64810,64810,F,S,S,D,Dorcas-Lucius-Eliwood
64811,64811,S,S,S,S,Rebecca-Dart-Lyn
64812,64812,S,S,S,S,Raven-Lucius-Hector
64813,64813,S,S,S,S,Marcus-Dorcas-Eliwood
64814,64814,F,S,S,D,Kent-Bartre-Lyn
64815,64815,S,S,S,S,Rath-Marcus-Eliwood
64816,64816,S,S,S,S,Rebecca-Dart-Hector
64817,64817,S,A,S,S,Matthew-Rebecca-Eliwood
64818,64818,S,S,S,S,Guy-Raven-Lyn
64819,64819,S,B,S,A,Florina-Guy-Eliwood
64820,64820,S,S,S,S,Heath-Guy-Hector
64821,64821,S,S,S,S,Lowen-Lucius-Hector
64822,64822,S,S,S,S,Lowen-Matthew-Hector
64823,64823,S,S,S,S,Marcus-Rebecca-Lyn
64824,64824,S,S,S,S,Dart-Kent-Lyn
64825,64825,S,S,S,S,Oswin-Canas-Hector
64826,64826,S,S,S,S,Sain-Canas-Lyn
64827,64827,S,S,S,S,Canas-Florina-Eliwood
64828,64828,S,S,S,S,Florina-Bartre-Eliwood
64829,64829,F,S,S,D,Matthew-Rebecca-Eliwood
64830,64830,S,S,S,S,Lucius-Sain-Eliwood
64831,64831,S,S,S,S,Heath-Guy-Hector
64832,64832,S,S,S,S,Oswin-Lucius-Eliwood
64833,64833,S,S,S,S,Dart-Raven-Lyn
64834,64834,S,S,S,S,Oswin-Sain-Eliwood
64835,64835,S,S,S,S,Heath-Raven-Eliwood
64836,64836,S,S,S,S,Rebecca-Oswin-Lyn
64837,64837,S,S,S,S,Lowen-Heath-Lyn
64838,64838,F,S,S,D,Sain-Florina-Lyn
64839,64839,S,S,S,S,Rath-Rebecca-Eliwood
64840,64840,S,S,S,S,Rebecca-Canas-Eliwood
64841,64841,S,S,S,S,Raven-Rath-Lyn
64842,64842,S,S,S,S,Lowen-Dart-Eliwood
64843,64843,S,S,S,S,Guy-Erk-Hector
64844,64844,S,A,S,S,Guy-Marcus-Hector
64845,64845,S,A,S,S,Dorcas-Sain-Eliwood
64846,64846,F,A,S,D,Matthew-Rebecca-Lyn
64847,64847,S,S,S,S,Oswin-Raven-Eliwood
64848,64848,S,S,S,S,Guy-Lowen-Lyn
64849,64849,F,A,S,D,Sain-Guy-Lyn
64850,64850,S,S,S,S,Sain-Rebecca-Eliwood
64851,64851,S,S,S,S,Florina-Erk-Hector
